course,year,review
sg_bi2,2017,"<p>Sehr gute, Arbeit, könnte an wenigen Punkten noch erweitert werden.</p><p>1) Personas</p><p>Kreative und realistische Personas, welche gut zum ausgewählten Produkt passen. Insbesondere die Angaben zur Person könnte noch durch weitere Dimensionen (z.B. Einkommen) ergänzt werden. Die Personalität ebenfalls (z.B. Liberal vs. Konservativ oder Passiv vs. Aktiv)</p><p>2) User Cycle</p><p>Spannendes Produkt, sehr detailliert ausgearbeitet und gut durchdacht. Meiner Ansicht nach wären in der Post-Phase noch aktivitäten welche standardmässig durchgeführt werden denkbar. Beispiele dafür wären  Kursevaluation per Email oder Weiterführende Kursangebote<br></p>"
sg_bi2,2017,"<p><em>Vielen Dank für die gut strukturierte und klar visualisierte Lösung.</em></p><p><em>1.) Worin sehen Sie die Stärken der Lösung des Kommilitonen?</em></p><p>Die Abgabe ist nicht nur formal gut aufgebaut und strukturiert, sondern ist auch inhaltlich leicht
nachvollziehbar und ineinander schlüssig. Der User Cycle ist problemlos wiederholend anwendbar und durch die Benennung der 3 User-Cycle Phasen ist auch die Darstellung vollständig verständlich. Zudem wurde der User Cycle mit zahlreichen passenden Value Gaps ergänzt. Des weiteren sind die einzelnen Phasen auch im Detaillierten sehr verständlich beschrieben und die einzelnen User-Bedürfnisse gut abgegrenzt worden.</p><p> <br><em>2.) Worin sehen Sie Schwächen der Lösung des Kommilitonen und wie können diese behoben werden?</em></p><p>Ich sehe keine Verbesserungsmöglichkeiten, welche die Hauptlogik der Abgabe in Frage stellen. Trotzdem gibt es vor allem bei Persona 2, welche sich meiner Meinung nach noch zu wenig von Persona 1 abgrenzt und beim User Cycle, speziell in der During und Post Phase noch Optimierungspotenzial. </p><p>Für die Persona 2 würde ich vorschlagen einen anderen Slogan zu verwenden, da mit der Wahl desselben Slogans automatisch unklar wird, inwiefern die Personas unterschiedliche Populationen vertreten. Dies wäre also eine schnelle und einfache Art eine Abgrenzung zu erreichen. Aus Sicht des User Cycles fehlen mir noch die Schritte der Schlüsselübergabe (DURING) und der endgültigen Finanzierung (POST). Diese würden sich ideal mit den Value Gaps Terminplanung mit Handwerkern und Beurteilung des Baus vereinbaren.</p><p></p><p><em>3.) Worauf sollte in der Überarbeitung der Lösung geachtet werden?</em><br></p><p><span>Achten Sie bei der Verbesserung darauf, dass nicht mit der Hauptlogik gebrochen wird. Denn dies ist der bereits klar dargestellte Kern der Arbeit. Sollten Sie die in Punkt 2 vorgeschlagenen Verbesserungen implementieren, empfehle ich keine zu grossen Absätze zu machen, sodass auch visuell noch alles lesbar bleibt. </span></p><p><br></p>"
sg_bi2,2017,"<p>Liebe/r Kommilitone/in jk35</p><p>Du hast die User Journey für die Dienstleitung Netflix  gut umgesetzt und beschreibst für die Aktivitäten, die jeweiligen User Stories. Der Ablauf deiner User Journey ist nachvollziehbar und logisch aufgebaut. Mir gefallen besonders, die von dir geschaffenen Personas. Sie sind gut ausgearbeitet und lassen sich gut voneinander unterscheiden. </p><p>Zu den Personas die Personalitäten der beiden sind sehr zutreffend. Die Tech Skills der beiden könntest du jedoch noch etwas ausdifferenzieren (z.B. Umgang mit Computern, Social Media, Photoshop etc.). Zudem könntest du, wie bei der Motivation, mit Balken arbeiten, um anzugeben, wie gut sie diese Skills jeweils beherrschen. Bei den Brands müsstest du noch die Logos der Marken einfügen.</p><p>Zum User Journey Cycle Wie bereits erwähnt, sind die Aktivitäten in einer logischen Abfolge aufgelistet. Bei der Unterteilung in Value Gaps und Traditional Activities stimmte ich mit dir überein, bis auf die Aktivitäten Film / Serie bewerten und Film / Serie in meiner Liste speichern, welche du als Traditional Activity grün markiert hast. Diese sehe ich als Value Gaps - wenn ich eine Serie auf Netflix schaue, bewerte ich diese normalerweise nicht. Zudem nehme ich nicht an, dass alle Netflix-User die Filme, die sie gerade geschaut haben, immer in ihrer Film/Serien-Liste speichern. </p><p>Zu den drei Phasen Beim Schritt Vorläufiger Entscheid, welcher Streaming-Dienst gehst du nicht wirklich auf den Nutzen ein, den Felix dabei hat, sondern nennst eher den Grund, warum er das beste Angebot will. Da könntest du zum Beispiel erwähnen, dass er sich für den Streaming-Dienst mit dem besten Angebot entscheiden will, da er sich dadurch erhofft, sich so weiterzubilden. Beim Schritt Online Kontoeröffnung für Probemonat könntest du bei Sarina schreiben, dass sie ohne grossen Aufwand das Konto eröffnen möchte, damit sie gleich mit der Nutzung starten kann (kein grosser Aufwand steht ja eigentlich nicht mit dem gratis Probemonat im Zusammenhang). </p><p>Beim Schritt Filmabend planen könntest du auch zwischen den beiden Personas unterscheiden. Sarina möchte z.B. einen Filmabend mit Freundinnen planen, während Felix den Film lieber alleine geniesst, da er sich so besser konzentrieren kann (er ist ja an gehaltvolleren Filmen interessiert). Dann könntest du beim Schritt Freunde einladen bei Sarina die jetztige User Story so belassen und für Felix schreiben, dass er keine Freunde einladen wird. Den letzten Schritt der During-Phase Film / Serie mit Freunden schauen würde ich umbenennen in Film/Serie schauen. Du kannst du User Stories von Sarina und Felix trotzdem unverändert lassen.</p><p>Die User Stories der vier Schritte Film/Serie bewerten , Film/Serie in meiner Liste abspeichern ,  Personalisierte Vorschläge für weitere Filme/Serien erhalten und Informationen über neuerschienene Filme/Serien/Staffeln erhalten kannst du jeweils in einem Kasten aufführen, da diese genau miteinander übereinstimmen.</p><p>











</p><p>War spannend, deinen User Cycle zu lesen und nun viel Spass bei der Überarbeitung!</p>"
sg_bi2,2017,"<p><em><b>1.) Worin sehen Sie die Stärken der Lösung des Kommilitonen?</b></em></p><p><span>Obwohl die Charaktere der Persona doch verschieden sind, gibt es einige gemeinsame Traditional Activities welche für beide gleich gelten und die vom Umzugsservice gut abgedeckt werden können. Interessant finde ich die Valua-Gaps welche Du gefunden hast, insbesondere der Aspekt des Möbel Management. Meiner Meinung nach stellt dies tatsächlich ein Problem beim Umzug dar. Oftmals passen die alten Möbel nicht zum neuen Grundriss und man muss sich von den alten Möbeln trennen. Ich finde es auch interessant, wie Du die Bedürfnisse/Nutzen von Marc und Elis unterscheidest, bzw. deren User Journey scheint mir sehr realistisch. </span></p><p>Mir gefällt es wie Du die Personalität (mit den Gegensätzen) erweitert hast und einstufst. Ich kann deren Charaktere dadurch sehr gut nachvollziehen. Bernina als Brand beim Omi ist ein Volltreffer. </p><p>Ps. Der Koch im Bild ist ein Spitzenkoch im Parkhotel Vitznauerhof und Brandambassador von V-Zug -))) </p><p><span> <br></span><em><b>2.) Worin sehen Sie Schwächen der Lösung des Kommilitonen und wie können diese behoben werden?</b></em></p><p><span><span>Mir fallen noch ein paar andere Value Gaps ein Zwar identifizierst Du den Value-Gap Wohnungsübergabe. Was gehört genau dazu? Hast du auch an das Putzen, Streichen und zurückversetzten in den Übernahmezustand der alten Wohnung gedacht? </span></span></p><p><span><span>Bei Entsorgung von Möbel und alter Gegenstände Weshalb müssen diese Gegenstände entsorgt werden? Sofern die Möbel hochwertig sind und in einem guten Zustand, könnte man sie bestimmt gut verkaufen. Doch beim Umzug hat man meistens keine Zeit um die Möbel noch zu inserieren usw. </span></span></p><p><span><span>Weshalb wurde bei Persona der Kasten Ziele gelöscht? </span></span></p><p>Der Koch kennst bestimmt noch ganz viele andere Brands. Da gibt es zum Beispiel Brands aus dem Gastronomiebereich wie WMF oder Rational, Prodega. </p><p><span><span><br></span></span><em><b>3.) Worauf sollte in der Überarbeitung der Lösung geachtet werden? Geben Sie hierbei konkrete Verbesserungsvorschläge (konstruktives Feedback). </b></em></p><p>Die Brands beim Marc kurz überarbeiten, damit man den besser fühlt. Evt. den Text in den Value Gaps (Entsorgung von Möbeln sowie Wohnungsübergabe der alten Wohnung) etwas umschreiben oder zusätzliche Value Gaps einbauen, damit auch das Putzen, Möbel verkaufen, berücksichtig wird. Evt. bei Adressänderung melden auch den Gap bei der Gemeinde melden hinzufügen/kombinieren. </p><p><br></p><p>Finde es aber schon sehr gut. </p><p>Mit freundlichen Grüssen </p><p>Anonym </p>"
sg_bi2,2017,"<p><b>(1) Stärken der Lösung</b></p><p>Die Personas sind klar differenzierbar und stimmig. Insbesondere die Biographien sowie die Ziele und Frustrationen sind bei beiden Personas sehr gelungen.</p><p>Die Schritte des User Journey Cycles sind sinnvoll und die Ergänzung durch Value Gaps ist sehr gelungen. Hieraus ergeben sich zahlreiche interessante Möglichkeiten für ein Geschäftsmodell, was für den weiteren Verlauf der Arbeit hilfreich ist.</p><p><b>(2) Schwächen der Lösung und Verbesserungsvorschläge</b></p><p>Die soziodemographische Beschreibung ist aktuell noch etwas bescheiden. Interessant wäre hier beispielsweise die Kaufkraft oder Hobbies (Für was könnte der Mantel in einem späteren Zeitpunkt genutzt werden?) oder aber Interessen (Mode, Sport, etc.).</p><p><span stylefont-size 14.44px>Der User Journey Cycle sollte meiner Ansicht nach für den Kauf eines markenunspezifischen Mantels erarbeitet werden und nicht nur für Hugo Boss. Hierfür wäre es allenfalls sinnvoll, eine Persona mit einer weniger hohen Kaufkraft zu erstellen, um die User Journey Cycles persona-spezifisch klarer differenzieren zu können. Beispielsweise wäre es interessant zu sehen, welche Schritte (u.a. Änderungen, Leihgabe oder ReVamp) für einen Luxusmantel infrage kommen, bei einem günstigeren Mantel hingegen weniger relevant sind.</span><br></p><p><b>(3) Überarbeitungsvorschläge</b></p><p>(a) Personas</p><p>Wie bereits oben erwähnt, würde ich die soziodemographischen Merkmale noch durch mindestens ein Kriterium anreichern, beispielsweise durch Hobbies oder Interessen. Die Kriterien für die Personalitätsmerkmale sollten für beide Personas identisch sein. In der jetzigen Version fehlt bei Else das Merkmal Kreativ vs. Technisch. Dasselbe gilt für die Tech Skills, um die Vergleichbarkeit der Personas sicherzustellen. Bei den Quotes (unten links) würde ich noch klarere Statements machen, die jetzigen sind zwar gut, aber noch nicht sehr fassbar und ausführlich (insbesondere bei Sandra). Bei Elsa könnte ein Satz wie Ich liebe neue Trends und möchte meinen trendy Stil auch im Alter durch qualitativ hochwertige bewahren. Bei Sandra wäre ein Vorschlag Stillvolle Kleidung während der Arbeit und in der Freizeit ist mir wichtig, hierfür bezahle ich auch gerne etwas mehr.</p><p>(b) User Journey Cycle</p><p>Die persona-spezifischen Erläuterungen pro User Journey Cycle Schritt sollten für beide Personas erfolgen. Selbst wenn der Schritt nicht besonders relevant ist, sollte erläutert werden (beispielsweise im Schritt Nach neuem Mantel suchen). Die beiden Schritte Bestellung und Anprobe würde ich separat erläutern und zwischen den Personas differenzieren, da ich mir vorstellen könnte, dass Sandra beispielsweise den Mantel lieber zuhause anprobieren und Elsa den Mantel lieber vor Ort im Beisein ihrer Enkelin anprobieren möchte. Die Bestellung sollte eventuell sogar erst nach der Meinung des sozialen Umfeldes erfolgen.</p>"
sg_bi2,2017,"<p><p><b stylefont-size 14.44px><span langDE>Stärken der Lösung</span></b><br></p>

<p><ul><li>Die Diversität der Personae ist hoch, was zu zwei sehr
unterschiedlichen Nutzergruppen führt und zwei gegensätzliche Perspektiven auf
den gleichen Use Case wirft.<br></li><li><span langDE stylefont-size 14.44px>Die Personae weisen eine hohe Vergleichbarkeit auf, da
sie die gleiche Struktur haben. Beispielsweise ist es positiv, dass die
Kriterien in der Dimension Tech Skills bei beiden gleich sind. Dies
ermöglicht den Vergleich der Personae je Dimension.</span></li><li>Insbesondere die Pre-Phase ist klar strukturiert und die
Aktivitäten folgen einander in kohärenter Art und Weise.</li><li><span langDE stylefont-size 14.44px>Sehr gute Darstellung der vertieften Ausschnitte der
jeweiligen User Journey-Phasen. Die farbliche Differenzierung hilft dem Leser,
sich zu orientieren.</span></li><li>Die Unterscheidung zwischen nutzergruppen-unabhängigen
bzw. universellen Phasen und der Differenzierung zwischen den beiden typischen
Nutzergruppen ist wertvoll.</li></ul></p>

<p><b><span langDE>Schwächen der Lösung</span></b></p>

<p><ul><li>Die Grenzen zwischen der During- und der Post-Phase im
User Journey Cycle sind für einen Laien nicht klar erkennbar.</li><li><span langDE stylefont-size 14.44px>Die Kaufphase fällt relativ kurz aus und ist womöglich in
der Pre-Phase falsch platziert (eher in der During-Phase anzusiedeln).</span></li><li>Die Postphase wurde womöglich zu lange und detailliert aufgezeigt.<b stylefont-size 14.44px><span langDE> </span></b></li></ul></p>

<p><b><span langDE>Konstruktive Verbesserungsvorschläge im Hinblick auf eine Überarbeitung der
Lösung</span></b></p>

<p><ul><li>Klarere Unterscheidung zwischen den Phasen notwendig, die
nach nach dem Kaufprozess Prepurchase, Purchase und Postpurchase gegliedert
werden könnten.</li><li>Die During-Phase könnte etwas detaillierter ausfallen 
womöglich im Gegenzug zu einer <i stylefont-size 14.44px>etwas</i><span stylefont-size 14.44px>
kürzeren Post-Phase.</span></li><li>Die Postphase könnte etwas schlanker gehalten werden. Beispielsweise
könnten die Aktivitäten, die eine soziale Interaktion enthalten (Beratung von
Freunden, Online Comm. und Vergleich und Besprechung mit
Freunden/Gleichgesinnten) gebündelt bzw. konsolidiert werden.</li><li>Die Kaufphase könnte in der V2 die Lieferung / Abholung
des Rennrads beschreiben.</li></ul></p><br></p>"
sg_bi2,2017,"<p></p><p>Ich sehe hier klare Stärken bei der Kreativität der Personas sowie dem schönen Design des beschriebenen Produktes/Services. Die User Journey ist sehr ausführlich beschrieben und die Beschreibung der User Stories passt.</p><p>Als Schwäche würde ich anbringen, dass einzelne Schritte des User Journey Cycles nicht mit User Stories versehen wurden. Zudem könnten allenfalls meiner Meinung nach die User Stories bei der Benennung etwas kreativer ausfallen (anstelle Persona 1/2 ein Begriff für den Personentypen).</p><p><br></p><p>Zu den Personas <br>
Ich empfinde die Personas als sehr treffend gewählt mit guten Beschreibungen.
Dadurch erhält man einen guten Eindruck über die typischen Personen. Die
Kurzbeschreibung der Personas sind sehr kreativ! Detail Als kleine
Verbesserung könnte man aus meiner Sicht bei der zweiten Persona in der
Biographie hinter Launch des ersten iPhones noch eine Jahreszahl erwähnen,
damit nicht Apple-Fanatiker auch eine ungefähre Idee hätten. </p>

<p>Zum User Journey Cycle <br>
New Nespresso Expert&Milk als schöne Übersicht, gefällt mir sehr gut. Allgemein
bin ich mir nicht sicher, ob der Wechsel auf Englisch gewünscht ist (für mich
egal, mag mich erinnern, dass es in Deutsch sein sollte). Aus meiner Sicht ein
umfangreicher User Journey Cycle, der die traditionellen Aktivitäten abdeckt
und interessante, innovative Value Gaps beinhaltet. Bei den Value Gaps zur
Boutique experience besteht meiner Meinung nach bereits heute die
Möglichkeit, eine solche Experience zu geniessen (zumindest bei Nespresso?). Eine
Unklarheit zu Setting desired cup size and temp. - bezieht sich dies
ebenfalls auf die Steuerungsmöglichkeit via Mobile App? Die Value Gaps im
Post-Bereich scheinen meiner Meinung nach teils bereits traditional activites
zu sein, was entsprechend angepasst kategorisiert werden könnte (bspw.
Online/over-the-phone order oder auch der Newsletter). automatic reminder to
buy new capsules würde ich persönlich eventuell noch weiterführen und als
Nachbestellknopf für Lieblingskapseln beschreiben.</p>

<p>Zu den User Stories<br>
Die User Stories scheinen für mich sehr gut und klar beschrieben. Ziel und
Wunsch sind aus meiner Sicht jeweils treffend formuliert. Anstelle vieler einzelner Slides würde ich persönlich alles auf eine packen, damit man gleich eine Gesamtübersicht über die spezifische Phase sowie deren User Stories (PRE, DURING, POST). Die Einleitung Als Persona 1/2 könnte aus meiner Sicht etwas abwechslungsreicher formuliert werden, siehe Beispiel in den
Vorlesungsfolien As a runner - muss aber nicht. </p>"
sg_bi2,2017,"<p></p><p>Sorgfältig und
aufwändig erarbeitete Lösung zur Problemstellung. Dieses Beispiel ist klar das
am sorgfältigsten bearbeitete der drei, die ich erhalten habe. Damit die Lösung
noch besser wird, möchte ich nachfolgend auf die Stärken und Schwächen der Personas,
des User Journey Cycles und der Phasen eingehen. </p>

<p>-Persona 1 Michaela
ist gut gewählt und passend beschrieben. Persona 2 dagegen weist einige
Schwächen auf. Dieses Persona bietet viel Interpretationsspielraum für den
Betrachter. Ein Ansatz, Persona 2 besser fassbar zu machen, wäre die
Beschreibung nur eines Partners. (z.B. Martin, der bald heiratet, sportlich ist
aber nicht tanzen kann) Die Initiative für den Tanzkurs kommt mit grosser
Wahrscheinlichkeit nur von einem der Partner, wodurch damit auch dieser
Tatsache Rechnung getragen wird.</p>

<p>- Der User Journey
Cycle wirkt vollständig und gut überlegt, hierbei gilt gleichzeitig zu
bedenken, dass die Kategorie Ja, aber könnte besser sein nicht zielführend
ist. Denn diese Aussage weist direkt darauf hin, dass es einen Value Gap gibt. Deshalb
wäre mein Vorschlag, die Kategorie Ja, aber kann man verbessern. wegzulassen,
dafür den konkreten Value Gap darzustellen. Dadurch wird klar ersichtlich, was
denn noch verbessert werden kann, wodurch wir mitten in der ursprünglichen
Aufgabenstellung sind.</p>

<p>- Die Slides pro Phase
sind ausführlich beschrieben, aber wegen der unterhaltsamen Beschreibung
ergeben sich Schwächen in Bezug auf die geforderten Inhalte. Die klare Struktur
von Was ist mein Ziel/Wunsch? um einen entsprechenden Nutzen zu erreichen
geht durch die gewählte Darstellung verloren. 
Als Beispiel kann die Bezahlung genannt werden. Die Beschreibungen geben
keine Auskunft darüber, wieso die Personas den Tanzkurs mit z.B. mit Paymit
bezahlen möchten. Deshalb sollen in der Revision, die Aussagen zu den
Aktivitäten der einzelnen Personas stärker nach dem ursprünglich vorgegebenen
Template strukturiert werden. Wirkt dadurch zwar langweiliger, erhält aber
wichtige Informationen, welche für die nachfolgende Aufgabe von Relevanz sein
können.</p><br />"
sg_bi2,2017,"<p><b>Stärken</b></p><p>1) Bei der Ausarbeitung der Personas hast du dir Mühe gegeben und das Template auf eine kreative Art weiter ergänzt.<br></p><p>2) Die Personen sind gute typische User eine Gaming Konsole bzw. Nintendo Switch und gehören beide ganz unterscheidlichen Käufergruppen an - so ist der Kontrast im User Cycle gut sichtbar.<br></p><p>3) Die User Journey ist sehr detailiert herausgearbeitet und beinhaltet auf beide Personen individuell zugeschnittene Acitivities und Value Gaps.</p><p><b>Schwächen</b></p><p>1) Die Personenchrakteristiken sind zu stark auf das Gaming fokussiert worden - hier wäre ein allgemeinere Beschreibung besser, um die Personen näher zu beschreiben, abgesehen von ihren Gaming Vorlieben/Zielen etc.</p><p>2) Gemäss Aufgabenstellung ist ein User Cycle zu erstellen, wobei nur die User Stories voneinander abweichen sollen und nicht die einzelnen Activities und Value Gaps. <br></p><p>3) Meines Erachtens hast du zu viele Activities verwendet (z.B. Konsole auspacken und Konsole einrichten könnte in einem Schritt zusammengefasst werden).</p><p>4) Die Visualisierung der Unterschiede macht wenig Sinn, wenn jede Activity und jeder Value Gap unterschiedlich sind.</p><p><b>Verbesserungsvorschläge</b></p><p>Versuche bei der Verbesserung eine einzige User Journey zu gestalten, wobei du dann in der Beschreibung der Activities auf die Unterscheide aufmerksam machst. Ausserdem sind die Value Gaps auf den User auszurichten (d.h. keine differenzierte Analyse der Value Gaps zwischen den beiden Personen). Z.B. Value Gap Konsolenzubehör kaufen - Als User habe ich den Wunsch zusätzliches Konsolenzubehör zu kaufen, um das Spieleerlebnis zu maximieren. Das gilt dann als Value Gap für die User als Gemeinschaft und muss nicht weiter differenziert werden. <br></p><p>Ausserdem würde ich dir vorschlagen, dass du dann die einzelnen Unterschiede der beiden Personen im User Cycle kurz erläuterst.<br></p>"
sg_bi2,2017,"<p>

</p><p><strong>Pre </strong></p><p>

</p><p>Für mich widerspricht sich die kurze Suchzeit von Reto mit
seinem Wunsch möglichst von den kompetentesten Leute beraten zu werden. Dies
wird wahrscheinlich einen Trade-off ergeben. Auch später wenn er möglichst das
beste Zubehör will, wird er sich dazu wohl gut informieren müssen was doch eher
einiges an Zeit beanspruchen wird.</p><p>

</p><p>Gut Die beiden Punkte zu Anjas Conveniance Wunsch machen
viel Sinn und ist wohl stellvertretend für eine grosse Nutzergruppe. Auch die
Motivation der Akzeptanz ist gut verankert.</p><p>

</p><p><strong>During</strong> </p><p>Beim Route wählen stimmt die Botschaft, du könntest
sie aber noch mehr auf die Personas zuschneiden, da wohl Reto sehr auf Sport
bedacht ist und Anja mehr auf die einfache schnelle Route.</p><p>

</p><p>Helm anziehen Da verstehe ich nicht, inwiefern man damit
Value schaffen könnte? Bezieht sich das auf einen speziell schnell
anzuziehenden Helm?</p><p>

</p><p>Fahrrad fahren Ich verstehe nicht warum dies nicht eine
Aktivität ist, die durch das Fahrrad erfüllt wird-vgl. Nike Beispiel auf den
Folien mit Running. Ausser du hast eine Möglichkeit/Idee um dein Smartphone und
andere Wearables die zur Kommunikation geeignet sind in einen Ruhemodus zu
versetzen um die Fahrt ungestört zu gestalten.</p><p>

</p><p>Fahrrad sicher abstellen Gut, hier meinst du wohl die
Möglichkeit mit gutem Fahrradschloss einen Diebstahl zu verhindern. Passt gut
in die Personas rein-eventuell darf auch das Schloss simpel sein für Anja zb
per app oder so.</p><p>

</p><p><strong>Post</strong> </p><p>Route und Fahrt evaluieren hier hätte ich mir die
Aufteilung gewünscht. Reto wird wohl sportliche Leistungen vergleichen wollen
und die nächste Herausforderung suchen, evtl. sich mit anderen vergleichen.
Anja braucht normalerweise nur einfache Routen und ab und zu vielleicht
Ausflugsempfehlungen für Ihr Abenteuer-Flair.</p><p>

</p><p>Sich stärken auch hier auf die Protagonisten abstimmen. Bei
Reto hochprofessionell und bei Anja im Normalfall nicht gross nötig.</p><p>

</p><p>Über Fahrrad sprechen Anja will einfach nicht als
Aussenseiter gelten und Reto wird der Angeber sein.</p><p>

</p><p>Fahrrad unterhalten Hier Anja Minimalservice der ausreicht
und Reto wieder exklusiver. </p><p><br></p><p>Hoffe das Feedback ist verständlich und konstruktiv ) </p><p>

<br></p>"
